0
";2017-09-07 07:38;0;0;""Kikuyus are saying iebc did a good job  and nunbers were not a problem  why do kiuk aspirants troop to court seeking results nullification?"";;;;""905651444258242561"";https://twitter.com/tula_io/status/905651444258242561      "
";2017-09-07 07:38;0;3;""He rep kikuyus !!! He is our voice!!"";;;;""905651411911716865"";https://twitter.com/PaulPaulndungu2/status/905651411911716865        "
";2017-09-07 07:34;0;0;""It bothers me that one side of kenya is given baboon standards while the rest of kenya esp kikuyus are always required to abide by the law1!"";;;;""905650565232844800"";https://twitter.com/maswalimajibu2/status/905650565232844800        "
";2017-09-07 07:31;1;3;""precisely!!! He is putting the kikuyus lives at risk....."";;;;""905649666687041536"";https://twitter.com/reuben_winfred/status/905649666687041536        "
";2017-09-07 07:31;0;1;""Exercise restraint and preach peace! Kenya nchi yetu sote. Not all Kikuyus have the same view as Kuria allegedly posted."";;;;""905649620105142272"";https://twitter.com/yoniayiekoh/status/905649620105142272        "
";2017-09-07 07:30;7;6;""Moses Kuria is among majority Kikuyus who believe circumcision make them men.If you are men why don't you reclaim your lands grabbed by Jomo"";;;;""905649511153917954"";https://twitter.com/RalakWallace/status/905649511153917954       "
";2017-09-07 07:30;6;5;""Kikuyus should stop being selfish and know presidency is not an entitlement pissed off by hatred being spread. When will we learn?"";;;;""905649342207295488"";https://twitter.com/njihiakelvin/status/905649342207295488       "
";2017-09-07 07:27;3;54;""Leave the name ' Kikuyus ' out of this. Am one and he does not represent me"";;;;""905648674394406912"";https://twitter.com/mosemuiruri/status/905648674394406912        "
";2017-09-07 07:23;454;1107;""Moses Kuria thinks only Kikuyus walizaa wanaume? Strongest warriors in history came from Western. Don't awaken the sleeping ogres"";;;;""905647675801952257"";https://twitter.com/BelAkinyii/status/905647675801952257        "
";2017-09-07 07:09;0;0;""@UKenyatta you won't intimidate Kenyans through @HonMoses_Kuria MUST WE BE KIKUYUS to live in KIAMBU ? https:// twitter.com/odmalert/statu s/905521014477553665 …"";;@UKenyatta @HonMoses_Kuria;;""905644253073641472"";https://twitter.com/otienogallo/status/905644253073641472        "
";2017-09-07 07:02;0;0;""#StopEthnicProfiling Moses foreskin kuria only says what his tribesmen can't say publicly but he's insignificant to non kikuyus   he's a fool"";;;#StopEthnicProfiling;""905642500056076288"";https://twitter.com/kayogee36/status/905642500056076288       "
";2017-09-07 06:55;0;1;""are those asking for identification cards on Thika Road not kikuyus ??"";;;;""905640682907250689"";https://twitter.com/NMulangila/status/905640682907250689        "
";2017-09-07 06:51;1;0;""no problem mko na makende mbili pia sisi tuko nayo mbili so if kikuyus think you will attack us ( 42tribes) na tunyamaze !! ole wenu"";;;;""905639616358649856"";https://twitter.com/NMulangila/status/905639616358649856        "
";2017-09-07 06:48;0;1;""lets say the way its ... the kikuyus are spread all over the country and if hes beating war drums then they are to suffer most."";;;;""905638959526461440"";https://twitter.com/NMulangila/status/905638959526461440        "
";2017-09-07 06:43;0;1;""Moses Kuria are surrogates do not understand Kikuyus are more vulnerable in times of violence because they are squatters all over. https:// twitter.com/david1mutai/st atus/905636902761631744 …"";;;;""905637692368719872"";https://twitter.com/Asamoh_/status/905637692368719872        "
";2017-09-07 06:10;0;0;""The problem is with us Kikuyus . That's why I'm voting for @RailaOdinga"";;@RailaOdinga;;""905629203206471680"";https://twitter.com/njoro_zero_01/status/905629203206471680        "
";2017-09-07 05:55;0;1;""How i wish the constitution be changed to bun Kikuyus & Luos frm vying for presidency for the nxt 50 years."";;;;""905625571731939328"";https://twitter.com/NCarnol/status/905625571731939328        "
";2017-09-07 05:47;1;0;""MARTIN NGATIA ANALYZES JUBILEE KILLERS  THIEVES  JALUO CHAFU(Supreme Court Judge Ojuang) and 'MALAYA KIKUYUS !' http:// fb.me/LqdEVPRm"";;;;""905623526526341120"";https://twitter.com/reachingout2ma/status/905623526526341120      "
";2017-09-07 05:45;1;0;""MARTIN NGATIA ANALYZES JUBILEE KILLERS  THIEVES and 'MALAYA KIKUYUS !' http:// fb.me/91PFFPyWo"";;;;""905623026015854592"";https://twitter.com/reachingout2ma/status/905623026015854592       "
";2017-09-07 05:40;1;0;""Moses Kuria is inciting Kikuyus to start a war they cannot win. Uhuru needs votes in swing regions. Ethnic profiling will blow them to Raila"";;;;""905621817255190530"";https://twitter.com/eduzmi/status/905621817255190530        "
";2017-09-07 05:17;0;9;""Pure thugs hiding under the name of Kikuyus /Kale  washikwe na wafungwe!"";;;;""905615985390039040"";https://twitter.com/codesmithx/status/905615985390039040       "
";2017-09-07 05:16;0;0;""We care about ethnicity  very much. But it is about Kikuyus and may be luos."";;;;""905615770574565376"";https://twitter.com/RalphNgugi/status/905615770574565376       "
";2017-09-07 05:11;5;1;""real sence kikuyus silence is a problem  if uhuru attends a funeral in nyanza today and raila attends one in kiambu  who is safer?mtukome!"";;;;""905614384969502720"";https://twitter.com/maswalimajibu2/status/905614384969502720      "
";2017-09-07 04:44;0;1;""Kikuyus are everywhere  let them watch what they are calling for onto their brothers 2ho are everywhere"";;;;""905607720245612544"";https://twitter.com/SpMKenya/status/905607720245612544       "
";2017-09-07 04:27;27;53;""Kenyans don't care about tribe but Kikuyus do? Any non Kikuyu MP in Central? Moses Kuria now threatening other tribes in Kiambu #ArrestManwa https:// twitter.com/Asmali77/statu s/905514686090752000 …"";;;#ArrestManwa;""905603437169176577"";https://twitter.com/odanga23/status/905603437169176577        "
";2017-09-07 03:51;1;3;""Uzuri Kikuyus are all over kenya will as well give you hugs and kisses..we are watching"";;;;""905594389791215617"";https://twitter.com/OdoroSamuel/status/905594389791215617        "
";2017-09-07 02:49;0;0;""#moseskuria Is a disgrace to Kenyans not only for kikuyus ."";;;#moseskuria;""905578632793481216"";https://twitter.com/Dennomchelsea/status/905578632793481216        "
";2017-09-07 02:21;0;0;""Secession? Remember in 2007 it was Kalenjins fighting the Kikuyus ... There's not much you can do maybe you should secede altogether."";;;;""905571651504529408"";https://twitter.com/BinMohhamed/status/905571651504529408       "
";2017-09-07 02:18;0;0;""Are you the only ones who voted?? Last time I checked Kikuyus had almost 5 million votes. Deal with that."";;;;""905570841131270145"";https://twitter.com/BinMohhamed/status/905570841131270145        "
";2017-09-07 02:12;0;0;""Moses kuria thinks that kikuyus live only in kiambu.... you dont reaally need to take that road kuria but if you insist then lts on u"";;;;""905569396273299456"";https://twitter.com/hesbon_maisha/status/905569396273299456        "
";2017-09-07 01:44;0;0;""(2) Kenya wound be like paradise in a week  the ksh would gain investors would stream in luos and kikuyus would adore each other ;;;;905562387251650560"";https://twitter.com/k_cege/status/905562387251650560    "
";2017-09-07 01:35;178;175;""The duel is not between Raila and Uhuru. No. Neither is it between Kikuyus and Luos. No. The duel is between change and status quo."";;;;""905560035362832384"";https://twitter.com/harrisonmumia/status/905560035362832384        "
";2017-09-07 01:07;1;4;""Let's NOT add FUEL to an ALREADY Evil Development.. Kikuyus should be their Brother's Keepers and CONDEMN the likes of Moses Kuria"";;;;""905553161167020032"";https://twitter.com/GachokiKarani/status/905553161167020032        "
";2017-09-07 00:24;0;0;""Then other areas will start the same profiling the kikuyus . It's going to be ugly. https:// twitter.com/WanjikuRevolt/ status/905461042217668611 …"";;;;""905542269280948224"";https://twitter.com/jmudira/status/905542269280948224        "
";2017-09-07 00:17;1;9;""NON Kikuyus R our fellow brothers and sisters LET'S all REFUSE & CONDEMN the likes of Moses Kuria and uphold Peace #wembeniuleule #JKLive"";;;#wembeniuleule #JKLive;""905540372490792960"";https://twitter.com/GachokiKarani/status/905540372490792960        "
";2017-09-07 00:13;0;0;""the kikuyus have proved it yet again that TRIBALISM is a topic in their comunity currículum. ...cheap minds its true"";;;;""905539434204016640"";https://twitter.com/prof_migenda/status/905539434204016640       "
";2017-09-07 00:00;2;0;"""" @Asamoh_ : Dear Moses Kuria   watch out. Kikuyus have much to lose in case of war. Don't test people's patience. Cc @amerix "" Word."";;@Asamoh_ @amerix;;""905536235653009408"";https://twitter.com/kabwandi_/status/905536235653009408       "
";2017-09-06 23:57;41;58;""Moses Kuria thinks that Kikuyus don't live elsewhere in this country. I urge my Kikuyu brothers and sisters to be smart and stop him."";;;;""905535426093613058"";https://twitter.com/mwalimu_dida/status/905535426093613058        "
";2017-09-06 23:42;0;0;""If Raila doesnt win this and institute major Regime changes  Kikuyus and Kalenjins might end-up ruling this country for another half century."";;;;""905531732530794498"";https://twitter.com/Brucemugo/status/905531732530794498       "
";2017-09-06 23:38;0;2;""Moses Kuria Is a JAP Mongrel a Mission Hunting Hired Goon. You Will Fail Idiot You Are a Shame To Our Community. Kikuyus Are Everywhere!!"";;;;""905530681291268096"";https://twitter.com/YaMzalendo/status/905530681291268096       "
";2017-09-06 23:36;0;0;""#Sidebar @ntvkenya Tuju is talking tribalism wen kikuyus r hell bent 2 denie RAO presidency at cost if not gud money could he 've 4 Uhuru"";;@ntvkenya;#Sidebar;""905530287857307648"";https://twitter.com/timothyAgent47/status/905530287857307648       "
";2017-09-06 23:36;0;0;""Kikuyus and Luos are the only ones who voted others so far."";;;;""905530229480980482"";https://twitter.com/Drmyuss27/status/905530229480980482        "
";2017-09-06 23:33;0;1;""I am very sorry for this. This is not the way Kikuyus are. They are calm and lead by wisdom not by fighting like him"";;;;""905529486447345665"";https://twitter.com/jameswarui90/status/905529486447345665        "
";2017-09-06 23:33;0;1;""so he is choosing who kikuyus should vote for si basi tukue tunakaa home alafu kura ni census"";;;;""905529472161603585"";https://twitter.com/NicolaSirengo/status/905529472161603585        "
";2017-09-06 23:27;0;0;""And Kikuyus have all kind of friends with the other 43 communities and in so we should live harmoniously . https:// twitter.com/Asamoh_/status /905514600992530432 …"";;;;""905527858176589824"";https://twitter.com/NdagitariWandia/status/905527858176589824        "
";2017-09-06 23:27;0;0;""Kikuyus doing what they do best"";;;;""905527818347532290"";https://twitter.com/SyokauLillian/status/905527818347532290        "
";2017-09-06 23:17;0;0;""Your president claimed that Kikuyus and kalenjin fought for this country and it's him a kikuyu and a kalenjin deputy who is president n dep"";;;;""905525325324541952"";https://twitter.com/PhilFrank15/status/905525325324541952        "
";2017-09-06 23:16;1;0;""#Sidebar there I took the pic myself kikuyus are planning to lynch luos pic.twitter.com/n5AY019S6e"";;;#Sidebar;""905525239567679488"";https://twitter.com/wanjigiJr/status/905525239567679488        "
";2017-09-06 23:16;3;5;""Kikuyus are good People some buffoons like Moses kuria should be tamed. It is not worth to fight over elections"";;;;""905525099138359296"";https://twitter.com/Counsel_Nassir/status/905525099138359296        "
";2017-09-06 23:15;0;0;""Raphael Tuju it was your President who said that Presidency belongs to Kikuyus and Kalenjins  now youre saying stop tribalism #Sidebar"";;;#Sidebar;""905524909505482752"";https://twitter.com/victorbarassa/status/905524909505482752       "
";2017-09-06 23:13;0;0;""Since Kikuyus must have surely traveled to Bondo but have not heard of any who live there I can only assume the worst"";;;;""905524434336964609"";https://twitter.com/Princeof_Kenya/status/905524434336964609        "
";2017-09-06 23:09;0;0;""Congratulations Madam date 17 Kuna wenye watajua as a Kikuyus hua tu naomba Mungu alie Uhai. Big up"";;;;""905523416433913856"";https://twitter.com/MsoowaFreearea/status/905523416433913856        "
";2017-09-06 23:09;0;0;""Let Kikuyus and Kalenjins vote for Uhuru and the rest vote for Raila and see who will win the elections"";;;;""905523326101151745"";https://twitter.com/SyokauLillian/status/905523326101151745        "
";2017-09-06 23:08;0;3;""we also do that in Ppls republic of Kenya and see where Kikuyus will run to"";;;;""905523224020180993"";https://twitter.com/Pdgnico/status/905523224020180993        "
";2017-09-06 23:08;0;0;""you are spot on pal only kikuyus and luos remain ethnicised hating each other for nothing!the rest moved on long ago!"";;;;""905523054335418368"";https://twitter.com/k_cege/status/905523054335418368      "
";2017-09-06 23:06;0;1;""Not arguing dude. I haven't seen or heard of Kikuyus being attacked in Bondo. Seems you have. Was curious to see your evidence."";;;;""905522518995369985"";https://twitter.com/okalotieno/status/905522518995369985        "
";2017-09-06 23:04;2;6;""Lose? For example? You're just a Twitter generated warrior. Your hate for Kikuyus on Twitter  mean nothing."";;;;""905522171619024900"";https://twitter.com/k_faw/status/905522171619024900       "
";2017-09-06 23:01;1;0;""Githurai ni kubaya. Lakini if kikuyus turn against other tribes luos kambas amd luhyas. Gotab Kalenjin Hatuko na nyinyi."";;;;""905521353092202498"";https://twitter.com/davetuikong/status/905521353092202498        "
";2017-09-06 23:00;0;0;""Wow you are so healthy in your pretentious utopian bubble where people don't get slaughtered for being kikuyus"";;;;""905521010153283584"";https://twitter.com/Princeof_Kenya/status/905521010153283584        "
";2017-09-06 23:00;0;0;""Dear @NPSOfficial_KE @DPPS_KE @NCIC_Kenya Do you want us to arm ourselves? We are ready to team up with Luos and fight rogue Kikuyus pic.twitter.com/XT1sFJAF4W"";;@NPSOfficial_KE @DPPS_KE @NCIC_Kenya;;""905521000493850625"";https://twitter.com/MwauraMuigai2/status/905521000493850625        "
";2017-08-10 13:31;0;1;""This country needs God's intervention. People are blind to so many things. I agree  Kenya is for Kikuyus and Kalenjins. Rule!"";;;;""895593332533014529"";https://twitter.com/Sallyobiajo/status/895593332533014529       "
";2017-08-10 12:22;0;0;""Not only Kikuyus ! The elite few are not ore losers"";;;;""895576171236253696"";https://twitter.com/BeaNjeri/status/895576171236253696        "
";2017-08-10 12:12;0;0;""first of all are there any elections in kenya that dont involve kikuyus . and 2. 2002 was there vandalism and killings?"";;;;""895573600660582401"";https://twitter.com/GigsSean/status/895573600660582401        "
";2017-08-10 11:45;0;3;""Kikuyus are good people my friend. https:// twitter.com/AmCharles_/sta tus/895565772625514496 …"";;;;""895566807469367296"";https://twitter.com/LilKoima/status/895566807469367296        "
";2017-08-10 11:40;0;0;""Kikuyus are the only ones that are happy with these thieves  your day is coming https:// twitter.com/knyaga/status/ 895564604121788417 …"";;;;""895565605180407809"";https://twitter.com/PatrickAmkanga/status/895565605180407809       "
";2017-08-10 11:23;0;1;""Kenya is already divided considering the outcome doesn't reflect the will of the majority. Only kikuyus thieves are pushing for peace https:// twitter.com/JulieGichuru/s tatus/895559463683244032 …"";;;;""895561221625315328"";https://twitter.com/my_me001/status/895561221625315328        "
";2017-08-10 11:12;0;0;""Some kikuyus are mocking luos that we lost.Let me remind u luos wont be there when u wil buy unga @200.Regrets later."";;@200;;""895558436649406464"";https://twitter.com/Wuod_Masiro/status/895558436649406464       "
";2017-08-10 09:55;0;0;""Kikuyus hustle like the rest of Kenyans to earn a living so if you are poor  chances are it is your own problem. #Githeriman #iebcresults"";;;#Githeriman #iebcresults;""895539169203822592"";https://twitter.com/AmedoShair/status/895539169203822592       "
";2017-08-10 08:43;0;1;""They say Kikuyus are greedy but I swear Lous are more greedy and foolish. Tokeni kwa street na uende gym yenu.. kifuaaaa fuck off"";;;;""895520998971383808"";https://twitter.com/ahmedhilalmohd/status/895520998971383808        "
";2017-08-10 07:19;1;1;""Pple no longer vote as a block  we vote for those we think n believe are the best  kikuyus r the only triblist"";;;;""895499897771786240"";https://twitter.com/faithosanya/status/895499897771786240      "
";2017-08-10 00:28;2;2;""#Githeriman we are all making memes as Kenyans not as Luos or kikuyus or any other. Let us not fight each other then bcz of politics"";;;#Githeriman;""895396418411692032"";https://twitter.com/perminus4/status/895396418411692032        "
";2017-08-09 18:34;0;0;""Kikuyus will never accept the fact they are like stealing"";;;;""895307197290127360"";https://twitter.com/RodneykingRk1/status/895307197290127360        "
";2017-08-09 16:32;0;0;""I have notced that its just the kikuyus mostly who are talking bullshit here......wait till the forms are produced mtajua hamujui"";;;;""895276570700546048"";https://twitter.com/archi_rue/status/895276570700546048       "
";2017-08-09 15:48;0;0;""The 'O' series voted overwhelmingly for @EstherPassaris . Soon you'll hear some fool saying the 'O' series are enemies with Kikuyus"";;@EstherPassaris;;""895265574321893376"";https://twitter.com/gordon_osen/status/895265574321893376        "
";2017-08-09 15:17;0;0;""Yeah not All thieves are Kikuyus that's right . But apparently ALL Kikuyus are thieves that's a very correct statement"";;;;""895257824959311872"";https://twitter.com/brapsy_/status/895257824959311872        "
";2017-08-09 15:08;0;5;""Kenya Can't change because Kikuyus will never embrace change... And you know it. Its basically what you are taught as u grow up how to hate"";;;;""895255585138102276"";https://twitter.com/brapsy_/status/895255585138102276        "
";2017-08-09 15:06;0;0;""My dear... Are u blinded by this tribe so much that u can't see?... Tiga wana... In Rwanda kenyans are called thieves cause of KIKUYUS !!"";;;;""895254930747011073"";https://twitter.com/brapsy_/status/895254930747011073        "
";2017-08-09 13:21;1;1;""#IEBCResults ELECTIONS 101: Did u knw tht Kambas are the 1st tribe(2nd ONLY to Kikuyus )2 religiously vote tf out a ""specific"" party.I LUV U"";;;#IEBCResults;""895228483286294529"";https://twitter.com/w_mcbryan/status/895228483286294529        "
";2017-08-09 11:35;0;1;""Why are you being tribal? Alot of kikuyus support baba btw"";;;;""895201734116745216"";https://twitter.com/KathureSasha/status/895201734116745216        "
";2017-08-09 11:33;2;3;""Lakini   not to sound ignorant but as long as Kalenjins and Kikuyus are not fighting each other the country won't burn."";;;;""895201438724497409"";https://twitter.com/Nyagah_/status/895201438724497409       "
";2017-08-09 11:32;0;0;""Kisiis are Kikuyus"";;;;""895201116761280513"";https://twitter.com/MorotiG/status/895201116761280513        "
