0
";2015-12-11 14:11;0;0;""THOSE WHO STEREOTYPE COMMUNITIES ARE THE PROBLEM TO BEGIN WITH; Only a few kalenjins directly benefited from... http:// fb.me/4lPLYClS0"";;;;""675271726234779648"";https://twitter.com/MzalendoMtetezi/status/675271726234779648        "
";2015-12-11 13:18;0;1;""Raila Odinga and CORD followers are mostly Luos kamba and luhya while Jubilee are kalenjins and kikuyus then when will ethnicity end Kenya"";;;;""675258391875428352"";https://twitter.com/TOSHTHUKU/status/675258391875428352      "
";2015-12-10 12:39;1;1;""#SomeoneTellNkaissery everyone believes some Kalenjins perpertrated 07/08 violence so are the some somalis  IED’s are playthings to them"";;;#SomeoneTellNkaissery;""674886047231250432"";https://twitter.com/GibTerer_k/status/674886047231250432       "
";2015-12-10 08:34;3;3;""Lmfao!!! Cz of their own lost son #ramires RT @mute_ation : Why are most kalenjins fans of chelsea? #AskIamBett"";;@mute_ation;#ramires #AskIamBett;""674824384004161536"";https://twitter.com/daverazy/status/674824384004161536        "
";2015-12-10 08:17;2;0;"""" @mute_ation : Why are most kalenjins fans of chelsea? #AskIamBett """";;@mute_ation;#AskIamBett;""674820171752710148"";https://twitter.com/juniors_rogers/status/674820171752710148        "
";2015-12-10 08:12;7;4;""Why are most kalenjins fans of chelsea? #AskIamBett"";;;#AskIamBett;""674818845593440257"";https://twitter.com/mute_ation/status/674818845593440257        "
";2015-12-08 20:06;0;0;""Majority of my followers are kalenjins"";;;;""674273809822851072"";https://twitter.com/surum_/status/674273809822851072        "
";2015-12-08 17:05;0;0;""#UniformsinKenya KALENJINs now say they are not happy with UHURU because of favours KIKUYUs get:... http:// bit.ly/1XSjEhI #ziwagarments"";;;#UniformsinKenya #ziwagarments;""674228265708466176"";https://twitter.com/LolaMella/status/674228265708466176        "
";2015-12-07 13:55;0;0;""The following are the toe shapes of different Kenyan communities; 1.Kikuyu's 2.luos 3. kalenjins 4.luhyas 5.kambas pic.twitter.com/jVv0G9opxf"";;;;""673818132641947648"";https://twitter.com/Owinohpeter254/status/673818132641947648        "
";2015-12-06 18:35;1;1;""@mojakenya @odanga23 sorry! kalenjins are not for pretenders."";;@mojakenya @odanga23;;""673526090569285633"";https://twitter.com/Kolumnelly1/status/673526090569285633        "
";2015-12-03 15:54;1;0;""Still"" @Crazy254n : Kalenjins are running  relax gold medals zinakam https:// twitter.com/jackyvilleq/st atus/672396554595094530 … """";;@Crazy254n;;""672398553789169666"";https://twitter.com/jackyvilleq/status/672398553789169666       "
";2015-12-03 15:48;0;0;""Kalenjins are running  relax gold medals zinakam https:// twitter.com/jackyvilleq/st atus/672396554595094530 …"";;;;""672396954886905856"";https://twitter.com/Crazy254n/status/672396954886905856       "
";2015-12-02 09:02;0;0;"""" @jacmuc : Kalenjins are the oldest tribe in Kenya. Why? You ask. Coz kila time story telling huanza na 'Hapo zamani za Kale...'""haha  Kali"";;@jacmuc;;""671932531172765696"";https://twitter.com/Iam_Jappzvilla/status/671932531172765696       "
";2015-11-30 13:51;0;1;""This is why KALENJINs are unhappy with Pope FRANCIS and his visit – RUTO in the mix. https:// kenyapoa.wordpress.com/2015/11/30/thi s-is-why-kalenjins-are-unhappy-with-pope-francis-and-his-visit-ruto-in-the-mix … pic.twitter.com/KSD3Q6HGcQ"";;;;""671280428167270400"";https://twitter.com/MojaKenya/status/671280428167270400        "
";2015-11-30 07:59;1;0;""This is why KALENJINs are unhappy with Pope FRANCIS and his visit - RUTO in the mix.: http://www. kenyan-post.com/2015/11/this-i s-why-kalenjins-are-unhappy-with.html …"";;;;""671191916948639744"";https://twitter.com/TheKenyanPost/status/671191916948639744        "
";2015-11-29 08:45;1;0;""Shock As Uhuru Kenyatta Indirectly Tells Off William Ruto And Kalenjins ! That They Can Leave Jubilee If They Are ‘Uncomfortable’! See..."";;;;""670840921982959617"";https://twitter.com/Brendawairumu/status/670840921982959617        "
";2015-11-28 09:46;0;0;""H.E Mrs Ruto and Cs Phyllis Kandie. Both are Kalenjins . I was raised up in Laikipia. I know them well. They have... http:// fb.me/6PrP1BdCy"";;;;""670494048650731520"";https://twitter.com/MuraguKeru/status/670494048650731520        "
";2015-11-27 20:15;0;0;""kalenjins are amazing i.e #KOT kalenjins on twitter and everywhere the way that they talk the way that they talk the way that they talk :-D"";;;#KOT;""670289900885835776"";https://twitter.com/PROTRAVEE/status/670289900885835776     "
";2015-11-26 15:39;1;0;""All Kalenjins and Kikuyus are loyal to the President https:// twitter.com/mkibuchis_Mzit o/status/669840231911288832 …"";;;;""669858015009513472"";https://twitter.com/ChiboliS/status/669858015009513472        "
";2015-11-26 00:53;0;0;""did you know???? other than athletes kalenjins are well known entrepreneurs around the globe"";;;;""669635114272468992"";https://twitter.com/PaullaJuliets/status/669635114272468992        "
";2015-11-25 15:47;0;0;""No wonder Pope has to visit kenya  to cleanse uhuru and his brainwashed kikuyus/ kalenjins   they are devil poses https:// twitter.com/RobertAlai/sta tus/669407396620554240 …"";;;;""669497567110160385"";https://twitter.com/NASA_WOTE_2017/status/669497567110160385      "
";2015-11-24 22:06;0;1;""Me too ""@vinmokaya: Is it just me or has someone noted that new CS are either Kalenjins or Kikuyus. #CabinetReshuffle """";;@vinmokaya;#CabinetReshuffle;""669230680769974272"";https://twitter.com/owino_ooko/status/669230680769974272        "
";2015-11-24 21:59;0;0;""@UKenyatta there are many kalenjins ungepea hio post why keter unnecessary by election a time your govt say no money"";;@UKenyatta;;""669228825012797441"";https://twitter.com/qrxpn/status/669228825012797441        "
";2015-11-24 21:51;1;0;""Is it just me or has someone noted that new CS are either Kalenjins or Kikuyus. #CabinetReshuffle"";;;#CabinetReshuffle;""669226735888670720"";https://twitter.com/kenyapollster/status/669226735888670720        "
";2015-11-24 21:29;0;0;""@citizentvkenya there are still too many Kikuyus and kalenjins in the president's list. It should have been 3 2 and one one all over."";;@citizentvkenya;;""669221344152788992"";https://twitter.com/Barzitei/status/669221344152788992       "
";2015-11-24 20:57;1;0;"""" @noonquincy : Does at @ukenyatta mean that kalenjins are the only ones who can perform in the agric ministry?""ndo walisomea agric pekee"";;@noonquincy @ukenyatta;;""669213262781747200"";https://twitter.com/Papa_254/status/669213262781747200        "
";2015-11-24 20:53;0;0;""Does at @ukenyatta mean that kalenjins are the only ones who can perform in the agric ministry?"";;@ukenyatta;;""669212303984869376"";https://twitter.com/noonquincy/status/669212303984869376        "
";2015-11-21 14:42;0;0;""ICC is a national issue because Kenyans are petty. if we leave Ruto out  kalenjins watakula moto kaa acrobat. Mistrust in govt  no delivery"";;;;""668031749763518464"";https://twitter.com/koomeric_/status/668031749763518464      "
";2015-11-20 22:44;6;1;""hii ndio imefanya niendelee kuwatch the trend! RT @NCheriro : Topping  doping  tobing ... okay whatever. We are just kalenjins ."";;@NCheriro;;""667790736264441857"";https://twitter.com/Eriiq_/status/667790736264441857      "
";2015-11-20 22:38;1;1;""Us those "" @NCheriro : Topping  doping  tobing ... okay whatever. We are just kalenjins ."""";;@NCheriro;;""667789255066951680"";https://twitter.com/BishopWild/status/667789255066951680      "
";2015-11-20 22:36;0;1;""Topping  doping  tobing ... okay whatever. We are just kalenjins ."";;;;""667788626701516800"";https://twitter.com/NCheriro/status/667788626701516800      "
";2015-11-20 20:45;0;1;""Who are these Kalenjins on #theTrend ...they are interesting.."";;;#theTrend;""667760792108990464"";https://twitter.com/EllenMical/status/667760792108990464        "
";2015-11-20 06:26;1;0;""Lol..kales are so tribal...judging from this one on my TL...coz he only 'promotes' counties that are predominantly Kalenjins"";;;;""667544397597274113"";https://twitter.com/OushDA/status/667544397597274113        "
";2015-11-19 12:18;1;0;""The Kenyan victims of PEV both Kikuyus and Kalenjins besides others are eager for justice! #KenyaStandWithICC @insecurityke"";;@insecurityke;#KenyaStandWithICC;""667270628731408384"";https://twitter.com/Midnimo254/status/667270628731408384        "
";2015-11-19 12:09;6;1;""The Kenyan victims of PEV both Kikuyus and Kalenjins besides others are eager for justice! #KenyaStandWithICC @insecurityke @wanjikurevolt"";;@insecurityke @wanjikurevolt;#KenyaStandWithICC;""667268525145399296"";https://twitter.com/Midnimo254/status/667268525145399296        "
";2015-11-17 09:25;0;0;""Pokot are not Kalenjins and Pokot are not in jubilee."";;;;""666502430138507264"";https://twitter.com/WamkotaLBruno/status/666502430138507264        "
";2015-11-17 07:46;0;1;""@ListerNyaringo kalenjins are blind to their position in jubilee GoVt. Even after confessions of kuria the fixer and Gachoka on jkl?"";;@ListerNyaringo;;""666477384997208066"";https://twitter.com/KubigMyself/status/666477384997208066        "
";2015-11-15 14:36;0;0;""Edwin Martinez Khans Kalenjins never cease from amazing people  they are demanding alot of goodies to be done... http:// fb.me/2bRsa7LP9"";;;;""665855984225509377"";https://twitter.com/MuthuiMkenya/status/665855984225509377       "
";2015-11-14 16:48;4;1;""Kalenjins are not stupid people. We know Mt Kenya Mafia are done with @WilliamsRuto . @TonyGachoka was the messenger on @KTNKenya"";;@WilliamsRuto @TonyGachoka @KTNKenya;;""665526649417543680"";https://twitter.com/Asamoh_/status/665526649417543680        "
";2015-11-14 13:42;0;0;""How are Kalenjins good programmers? Its because they run haha #devfestnairobi15 #shotsfired"";;;#devfestnairobi15 #shotsfired;""665479992067956736"";https://twitter.com/jndungu4/status/665479992067956736        "
";2015-11-14 12:23;2;0;""@WilliamsRuto doesn't care. He was allegedly bought before 2013 Elections. To him  Kalenjins are used for bargaining Power. @EtalePhilip"";;@WilliamsRuto @EtalePhilip;;""665459912466685953"";https://twitter.com/Asamoh_/status/665459912466685953       "
";2015-11-14 10:05;0;0;""@KTNKenya their are in denial Tony gachoka told the kalenjins the bitter truth."";;@KTNKenya;;""665425245768130560"";https://twitter.com/JoshMwajassy/status/665425245768130560        "
";2015-11-14 07:35;0;0;""L'Emperor Jo Some Uhuru supporters are now telling Kalenjins this ""Stop blackmailing us. We bought your votes... http:// fb.me/3RD3rMOGV"";;;;""665387542406144001"";https://twitter.com/MuthuiMkenya/status/665387542406144001        "
";2015-11-14 06:38;0;0;""Some Uhuru supporters are now telling Kalenjins this ""Stop blackmailing us. We bought your votes for 6billion... http:// fb.me/2a6vjUoiG"";;;;""665373114214297602"";https://twitter.com/EmperorJo/status/665373114214297602        "
";2015-11-13 23:32;1;0;""You are gravely mistaken by thinking Tony Gachoka was drunk on jkl he was telling kalenjins the bitter truth times up @kipmurkomen"";;@kipmurkomen;;""665266057876283392"";https://twitter.com/ojdrullz/status/665266057876283392        "
";2015-11-13 20:05;0;0;"""" Kalenjins   it is all over. It is Over Now! Dreams of @WilliamsRuto one day being the President are over!"" ~ @TonyGachoka #WeAreOne"";;@WilliamsRuto @TonyGachoka;#WeAreOne;""665213789164470272"";https://twitter.com/OnguruMeister/status/665213789164470272       "
";2015-11-13 13:07;0;0;""Edwin Martinez Khans It's payback time for kalenjins . Ambulance hearse that will carry Ruto's politics that are ... http:// fb.me/LeLh4PLt"";;;;""665108613032120320"";https://twitter.com/MuthuiMkenya/status/665108613032120320        "
";2015-11-13 01:47;0;0;""Why are Kalenjins Bitter about Tony Gachoka on #BringItOn #JKL ? I have always told them they are not in GEMA's... http:// fb.me/2oqUi2GDJ"";;;#BringItOn #JKL;""664937688315785216"";https://twitter.com/MuthuiMkenya/status/664937688315785216        "
";2015-11-12 22:54;0;0;""@KoinangeJeff are you sure kalenjins have changed their minds... Mind your own business and stop speculating our stand as kalenjins ..."";;@KoinangeJeff;;""664894117302902785"";https://twitter.com/Evanzdeneleva/status/664894117302902785        "
";2015-11-11 08:44;0;0;""Are all the Kalenjins that oppose Uhuru pickpockets? mind your language @jchieftain @kipmurkomen @railaodinga"";;@jchieftain @kipmurkomen @railaodinga;;""664317869711314944"";https://twitter.com/Zabdull9/status/664317869711314944        "
";2015-11-10 20:20;0;0;""You have no idea what you are talking about If Kalenjins are them and Kikuyus so  then Kenya does not have 42 tribes https:// twitter.com/SamMacoha/stat us/664129229253120000 …"";;;;""664130567848534018"";https://twitter.com/ItsMorrisNdegwa/status/664130567848534018      "
";2015-11-10 20:15;0;0;""@itsmorrisndegwa Truth is Kalenjins is kalenjin and Kikuyu's are Kikuyu'.Walks like a duck  dangles like it  its definitely a duck.No porojo"";;@itsmorrisndegwa;;""664129229253120000"";https://twitter.com/SamMacoha/status/664129229253120000      "
";2015-11-10 20:10;0;0;""@SamMacoha Kalenjins are more than six tribes in one  Kikuyus are more than four in one  2/42 is your misinformed theory."";;@SamMacoha;;""664128076075409408"";https://twitter.com/ItsMorrisNdegwa/status/664128076075409408      "
";2015-11-10 11:07;1;1;""Do you know why Kalenjins are great coders/devs? It's because their code never stops running..."";;;;""663991312530743296"";https://twitter.com/kn9ts/status/663991312530743296        "
";2015-11-09 15:16;0;0;""Alai & Mutoko had an altercation & boom enters this guy. No wonder Kalenjins are at the Hague; fighting wrong wars. pic.twitter.com/bT1rScVl50"";;;;""663691566033301504"";https://twitter.com/kcmaiyo/status/663691566033301504        "
";2015-11-08 18:23;0;0;""Kalenjins are changing their minds  soon Ruto will be irrelevant to them"";;;;""663376426222096385"";https://twitter.com/gummoh98/status/663376426222096385       "
";2015-11-07 07:59;0;0;""All Kalenjins gals called Chebet are beautiful"";;;;""662856834122936320"";https://twitter.com/OfficialMalayen/status/662856834122936320        "
";2015-11-03 08:38;0;0;""What a rotten tribal society are we? Kipanything makes a mistake all kalenjins are in shit  Osomething throws a... http:// fb.me/2un1Pjnyr"";;;;""661417115002474496"";https://twitter.com/IsaacKengeKip/status/661417115002474496       "
";2015-11-02 09:18;0;0;""Kalenjins are so fast they can act Fast and Furious without cars"";;;;""661064821274746880"";https://twitter.com/Chief_munene/status/661064821274746880        "
";2015-11-02 08:47;2;0;""@Ewelina003 I've actually been wondering why the Kalenjins who are part of Jubilee never defend the President http:// mdundo.com/a/7058"";;@Ewelina003;;""661056975665401856"";https://twitter.com/WintelForever/status/661056975665401856        "
";2015-11-01 23:44;0;3;""Zakayo Cheruiyot @IsaacRutoGov Alfred Keter @Timbilwet The above KALENJINS are firmly in CORD and we love them @sayafrica @hkatams"";;@IsaacRutoGov @Timbilwet @sayafrica @hkatams;;""660920293469380608"";https://twitter.com/kenkorir/status/660920293469380608        "
";2015-11-01 13:03;0;0;""@korirwebster stop pulling that holier than thou card.. Kalenjins are the most wicked human being  luos fear blood"";;@korirwebster;;""660759158552162304"";https://twitter.com/future_OLUOCH/status/660759158552162304       "
";2015-11-01 12:04;1;0;""Oya @governorwkabogo even ordinary Kalenjins in the Village are angry with Kikuyu over Land ownership. Don't make it worse #ArrestKabogo"";;@governorwkabogo;#ArrestKabogo;""660744120286076928"";https://twitter.com/Asamoh_/status/660744120286076928        "
";2015-10-31 09:16;0;0;""Mp Alfred keter is a true warrior he says what William ruto & the rest of kalenjins are afraid of despite knowing to well #uhurufixedruto"";;;#uhurufixedruto;""660339546534604800"";https://twitter.com/BasilShuiski/status/660339546534604800        "
";2015-10-30 19:31;0;2;""Kalenjins are murmuring that Kaka have betrayed them due to votes disparity. Atom is out"";;;;""660131856352993280"";https://twitter.com/egertonlife/status/660131856352993280        "
";2015-10-30 19:07;1;1;""Kalenjins are the nicest people"";;;;""660125848121573376"";https://twitter.com/DjFavor543/status/660125848121573376        "
";2015-10-29 15:45;0;0;""@Asamoh_ @WilliamsRuto ! They are Two Kalenjins tried in a foreign land ! #Tribalism254"";;@Asamoh_ @WilliamsRuto;#Tribalism254;""659712777590804480"";https://twitter.com/Robaa82/status/659712777590804480        "
";2015-10-29 15:43;4;1;""Kalenjins are not on trial at the Hague. Two individuals are undergoing trial  @WilliamsRuto and Arap Sang #Tribalism254"";;@WilliamsRuto;#Tribalism254;""659712105256382469"";https://twitter.com/Asamoh_/status/659712105256382469       "
";2015-10-29 14:22;0;0;""@ThirdwayKE Are there no Kikuyus or Kalenjins who are poor yet both have been in power? @MaryamDeeqa @WanjikuRevolt @EAukot @njihiakelvin"";;@ThirdwayKE @MaryamDeeqa @WanjikuRevolt @EAukot @njihiakelvin;;""659691720003710976"";https://twitter.com/GitahiRoy/status/659691720003710976        "
";2015-10-28 21:46;0;0;""@NyaundiMeshack @TheKenyanPost Hiyo ni siasa yako ati Kalenjins say enough is enough  are you their spokesman?Pedestrian politics."";;@NyaundiMeshack @TheKenyanPost;;""659441212391337985"";https://twitter.com/AggreyMabolo/status/659441212391337985       "
";2015-10-28 11:24;0;0;""FOH RT @Miss_Patriciah : Seriously though  why are Kalenjins so shady??"";;@Miss_Patriciah;;""659284638851047424"";https://twitter.com/martnmarto/status/659284638851047424       "
";2015-10-28 11:07;0;0;""Kalenjins ?i doubt kyuks are https:// twitter.com/Miss_Patriciah /status/659279348747345920 …"";;;;""659280359331405824"";https://twitter.com/Tonie_Ke/status/659280359331405824        "
";2015-10-28 11:03;2;0;""Seriously though  why are Kalenjins so shady??"";;;;""659279348747345920"";https://twitter.com/Miss_Patriciah/status/659279348747345920       "
";2015-10-28 10:01;0;0;""ANGER as Mutahi Ngunyi insults KALENJINS   says They are A LOST TRIBE! | Chekithegossip==> http:// goo.gl/8zUNTN"";;;;""659263596724142080"";https://twitter.com/Brendawairumu/status/659263596724142080       "
";2015-10-27 10:48;1;0;""@trendingkenya @odanga23 GEMA and KALENJINS are to blame for taking kenyans back to the rule of JOMO of 1960s to 70s what a big mess"";;@trendingkenya @odanga23;;""658913159122657281"";https://twitter.com/OboteSamwel/status/658913159122657281        "
";2015-10-27 06:45;0;0;""Shock As Uhuru Kenyatta Indirectly Tells Off William Ruto And Kalenjins ! That They Can Leave Jubilee If They Are ‘Uncomfortable’! See..."";;;;""658851931973111811"";https://twitter.com/Brendawairumu/status/658851931973111811        "
";2015-10-26 00:04;13;11;""If Luhyas are watchmen  then Kalenjins are cooks. They prepare meals others feast as they eat the crumbs. #Jirongo http://www. standardmedia.co.ke/mobile/?articl eID=2000180611&story_title=cyrus-jirongo-forays-into-william-ruto-turf-with-calls-for-dp-to-dump-uhuru-kenyatta&pageNo=2 …"";;;#Jirongo;""658388582000926722"";https://twitter.com/jamessmat/status/658388582000926722       "
";2015-10-25 11:31;2;1;""#HowWaiguruWasSaved Kalenjins were told categorically that if they continue pushing for Waiguru ouster  they are alone at The ICC."";;;#HowWaiguruWasSaved;""658199079835607041"";https://twitter.com/ItsLernie/status/658199079835607041       "
";2015-10-25 09:51;0;0;""#Kalenjins are not nilotes..nilotes never get compromise ethics as in #URP .. #HowWaiguruWasSaved"";;;#Kalenjins #URP #HowWaiguruWasSaved;""658173967560257536"";https://twitter.com/GagaMeshack/status/658173967560257536        "
";2015-10-25 09:01;0;0;""Kalenjins have strongly  effectively and successfully identified with marathons. All winners are from that region. Totally impressed."";;;;""658161407507177472"";https://twitter.com/pharrah/status/658161407507177472       "
";2015-10-25 08:46;53;15;""Kalenjins (URP) were told categorically that if they continue pushing for Waiguru ouster  they are alone at The Hague. #HowWaiguruWasSaved"";;;#HowWaiguruWasSaved;""658157605265801216"";https://twitter.com/Disembe/status/658157605265801216       "
";2015-10-25 00:51;1;0;""@Johnte983 @ahmednasirlaw basically the guy is loosing ground everyday kalenjins we are on the ways dumping him looting all over no way!!"";;@Johnte983 @ahmednasirlaw;;""658038017496584192"";https://twitter.com/KIPNGETICHKORI/status/658038017496584192        "
";2015-10-24 22:12;0;0;""This tweet is to Kikuyus Luos  Kalenjins  Kambas Luyhas Kisiis Merus Masaais mijikena"
";2015-10-24 16:26;0;0;""THE POOR MISERABLE KIKUYUS  LOUS  LUHYAS  KALENJINS   KISIIS  KAMBAS  MERUS are all bundled together with the rest... http:// fb.me/2qkWLLLNT"";;;;""657911156707860481"";https://twitter.com/cadimkenya/status/657911156707860481  "
";2015-10-23 15:51;0;0;""No jobs for non kikuyus/ kalenjins  life is unbearable in Kenya where ethnicity rules uhuru&Ruto are rich they dont care @OleItumbi"";;@OleItumbi;;""657539965740556288"";https://twitter.com/GrfoeOngori/status/657539965740556288     "
";2015-10-23 11:24;0;0;""Kenya is not a tribalist nation.. Kikuyus  Luos and Kalenjins are ..this is brought by rivalry"";;;;""657472741445128192"";https://twitter.com/iamthegerald/status/657472741445128192       "
";2015-10-23 10:53;0;0;""But Kalenjins are the new Kikuyus no? https:// twitter.com/fifygibs/statu s/657460411504173058 …"";;;;""657464962063990784"";https://twitter.com/FauzKhalid/status/657464962063990784       "
";2015-10-22 19:24;0;0;""@ItsMutai we the Kalenjins nation are trusting Uliam too much."";;@ItsMutai;;""657231138126172160"";https://twitter.com/ArabianPk/status/657231138126172160        "
";2015-10-21 23:36;0;0;""UHURU/ RUTO are fooling you  don’t rush to join JAP - MOI now warns KALENJINs - #KOT http:// tinyurl.com/owoxzhm"";;;#KOT;""656932211925487616"";https://twitter.com/TmMafisi/status/656932211925487616       "
";2015-10-21 22:46;0;0;""KALENJINs are happier with KURIA than RAILA’s lies - We will never fight with KIKUYUs! - #KOT http:// tinyurl.com/qbqnzp8"";;;#KOT;""656919565490782208"";https://twitter.com/TmMafisi/status/656919565490782208        "
";2015-10-21 18:57;1;0;""Interest rates are going to bite all of us Kikuyus Luos Kambas Kalenjins and the other 38 tribes #Actnow #UhuruWakeUp"";;;#Actnow #UhuruWakeUp;""656861909644349440"";https://twitter.com/j_kyama/status/656861909644349440        "
";2015-10-21 16:49;0;0;""KALENJINs are happier with KURIA than RAILA’s lies - We will never fight with KIKUYUs! - #KOT http:// tinyurl.com/qbqnzp8"";;;#KOT;""656829747821809664"";https://twitter.com/TmMafisi/status/656829747821809664        "
";2015-10-21 16:00;0;0;""UHURU/ RUTO are fooling you  don’t rush to join JAP - MOI now warns KALENJINs - #KOT http:// tinyurl.com/owoxzhm"";;;#KOT;""656817455419908098"";https://twitter.com/TmMafisi/status/656817455419908098       "
";2015-10-21 13:59;0;0;""UHURU/ RUTO are fooling you  don’t rush to join JAP - MOI now warns KALENJINs - #KOT http:// tinyurl.com/owoxzhm"";;;#KOT;""656786794407575554"";https://twitter.com/TmMafisi/status/656786794407575554       "
";2015-10-21 10:44;0;0;""KALENJINs are happier with KURIA than RAILA’s lies - We will never fight with KIKUYUs! - #KOT http:// tinyurl.com/qbqnzp8"";;;#KOT;""656737694505013248"";https://twitter.com/TmMafisi/status/656737694505013248        "
";2015-10-21 09:17;0;0;""KALENJINs are happier with KURIA than RAILA’s lies - We will never fight with KIKUYUs! - #KOT http:// tinyurl.com/qbqnzp8"";;;#KOT;""656716007885549568"";https://twitter.com/TmMafisi/status/656716007885549568        "
